# x, y, z, psi, theta
0.01,0.00,0.00,89.90,89.90
0.01,0.00,0.00,89.86,89.86
0.02,0.00,0.00,89.83,89.83
0.02,0.00,0.00,89.79,89.79
0.02,0.00,0.00,89.76,89.76
0.02,0.00,0.00,89.72,89.72
0.03,0.00,0.00,89.68,89.68
0.03,0.00,0.00,89.65,89.65
0.03,0.00,0.00,89.61,89.61
0.04,0.00,0.00,89.58,89.58
0.04,0.00,0.00,89.54,89.54
0.04,0.00,0.00,89.50,89.50
0.05,0.00,0.00,89.47,89.47
0.05,0.00,0.00,89.43,89.43
0.05,0.00,0.00,89.40,89.40
0.06,0.00,0.00,89.36,89.36
0.06,0.00,0.00,89.32,89.32
0.06,0.00,0.00,89.29,89.29
0.07,0.00,0.00,89.25,89.25
0.07,0.00,0.00,89.22,89.22
0.07,0.00,0.00,89.18,89.18
0.07,0.00,0.00,89.14,89.14
0.08,0.00,0.00,89.11,89.11
0.08,0.00,0.00,89.07,89.07
0.08,0.00,0.00,89.04,89.04
0.09,0.00,0.00,89.00,89.00
0.09,0.00,0.00,88.96,88.96
0.09,0.00,0.00,88.93,88.93
0.10,0.00,0.00,88.89,88.89
0.10,0.00,0.00,88.86,88.86
0.10,0.00,0.00,88.82,88.82
0.11,0.00,0.00,88.78,88.78
0.11,0.00,0.00,88.75,88.75
0.11,0.00,0.00,88.71,88.71
0.12,0.00,0.00,88.68,88.68
0.12,0.00,0.00,88.64,88.64
0.12,0.00,0.00,88.60,88.60
0.12,0.00,0.00,88.57,88.57
0.13,0.00,0.00,88.53,88.53
0.13,0.00,0.00,88.50,88.50
0.13,0.00,0.00,88.46,88.46
0.14,0.00,0.00,88.42,88.42
0.14,0.00,0.00,88.39,88.39
0.14,0.00,0.00,88.35,88.35
0.15,0.00,0.00,88.32,88.32
0.15,0.00,0.00,88.28,88.28
0.15,0.00,0.00,88.24,88.24
0.16,0.00,0.00,88.21,88.21
0.16,0.00,0.00,88.17,88.17
0.16,0.00,0.00,88.14,88.14
0.17,0.00,0.00,88.10,88.10
0.17,0.00,0.00,88.06,88.06
0.17,0.00,0.00,88.03,88.03
0.18,0.00,0.00,87.99,87.99
0.18,0.00,0.00,87.96,87.96
0.18,0.00,0.00,87.92,87.92
0.18,0.00,0.00,87.88,87.88
0.19,0.00,0.00,87.85,87.85
0.19,0.00,0.00,87.81,87.81
0.19,0.00,0.00,87.78,87.78
0.20,0.00,0.00,87.74,87.74
0.20,0.00,0.00,87.70,87.70
0.20,0.00,0.00,87.67,87.67
0.21,0.00,0.00,87.63,87.63
0.21,0.00,0.00,87.60,87.60
0.21,0.00,0.00,87.56,87.56
0.22,0.00,0.00,87.52,87.52
0.22,0.00,0.00,87.49,87.49
0.22,0.00,0.00,87.45,87.45
0.23,0.01,0.01,87.42,87.42
0.23,0.01,0.01,87.38,87.38
0.23,0.01,0.01,87.34,87.34
0.23,0.01,0.01,87.31,87.31
0.24,0.01,0.01,87.27,87.27
0.24,0.01,0.01,87.24,87.24
0.24,0.01,0.01,87.20,87.20
0.25,0.01,0.01,87.16,87.16
0.25,0.01,0.01,87.13,87.13
0.25,0.01,0.01,87.09,87.09
0.26,0.01,0.01,87.06,87.06
0.26,0.01,0.01,87.02,87.02
0.26,0.01,0.01,86.99,86.99
0.27,0.01,0.01,86.95,86.95
0.27,0.01,0.01,86.91,86.91
0.27,0.01,0.01,86.88,86.88
0.28,0.01,0.01,86.84,86.84
0.28,0.01,0.01,86.81,86.81
0.28,0.01,0.01,86.77,86.77
0.28,0.01,0.01,86.73,86.73
0.29,0.01,0.01,86.70,86.70
0.29,0.01,0.01,86.66,86.66
0.29,0.01,0.01,86.63,86.63
0.30,0.01,0.01,86.59,86.59
0.30,0.01,0.01,86.55,86.55
0.30,0.01,0.01,86.52,86.52
0.31,0.01,0.01,86.48,86.48
0.31,0.01,0.01,86.45,86.45
0.31,0.01,0.01,86.41,86.41
0.32,0.01,0.01,86.37,86.37
0.32,0.01,0.01,86.34,86.34
0.32,0.01,0.01,86.30,86.30
0.33,0.01,0.01,86.27,86.27
0.33,0.01,0.01,86.23,86.23
0.33,0.01,0.01,86.19,86.19
0.34,0.01,0.01,86.16,86.16
0.34,0.01,0.01,86.12,86.12
0.34,0.01,0.01,86.09,86.09
0.34,0.01,0.01,86.05,86.05
0.35,0.01,0.01,86.01,86.01
0.35,0.01,0.01,85.98,85.98
0.35,0.01,0.01,85.94,85.94
0.36,0.01,0.01,85.91,85.91
0.36,0.01,0.01,85.87,85.87
0.36,0.01,0.01,85.83,85.83
0.37,0.01,0.01,85.80,85.80
0.37,0.01,0.01,85.76,85.76
0.37,0.01,0.01,85.73,85.73
0.38,0.01,0.01,85.69,85.69
0.38,0.01,0.01,85.65,85.65
0.38,0.01,0.01,85.62,85.62
0.39,0.01,0.01,85.58,85.58
0.39,0.02,0.02,85.55,85.55
0.39,0.02,0.02,85.51,85.51
0.39,0.02,0.02,85.47,85.47
0.40,0.02,0.02,85.44,85.44
0.40,0.02,0.02,85.40,85.40
0.40,0.02,0.02,85.37,85.37
0.41,0.02,0.02,85.33,85.33
0.41,0.02,0.02,85.29,85.29
0.41,0.02,0.02,85.26,85.26
0.42,0.02,0.02,85.22,85.22
0.42,0.02,0.02,85.19,85.19
0.42,0.02,0.02,85.15,85.15
0.43,0.02,0.02,85.11,85.11
0.43,0.02,0.02,85.08,85.08
0.43,0.02,0.02,85.04,85.04
0.44,0.02,0.02,85.01,85.01
0.44,0.02,0.02,84.97,84.97
0.44,0.02,0.02,84.93,84.93
0.44,0.02,0.02,84.90,84.90
0.45,0.02,0.02,84.86,84.86
0.45,0.02,0.02,84.83,84.83
0.45,0.02,0.02,84.79,84.79
0.46,0.02,0.02,84.75,84.75
0.46,0.02,0.02,84.72,84.72
0.46,0.02,0.02,84.68,84.68
0.47,0.02,0.02,84.65,84.65
0.47,0.02,0.02,84.61,84.61
0.47,0.02,0.02,84.57,84.57
0.48,0.02,0.02,84.54,84.54
0.48,0.02,0.02,84.50,84.50
0.48,0.02,0.02,84.47,84.47
0.49,0.02,0.02,84.43,84.43
0.49,0.02,0.02,84.39,84.39
0.49,0.02,0.02,84.36,84.36
0.49,0.02,0.02,84.32,84.32
0.50,0.02,0.02,84.29,84.29
0.50,0.03,0.03,84.25,84.25
0.50,0.03,0.03,84.21,84.21
0.51,0.03,0.03,84.18,84.18
0.51,0.03,0.03,84.14,84.14
0.51,0.03,0.03,84.11,84.11
0.52,0.03,0.03,84.07,84.07
0.52,0.03,0.03,84.03,84.03
0.52,0.03,0.03,84.00,84.00
0.53,0.03,0.03,83.96,83.96
0.53,0.03,0.03,83.93,83.93
0.53,0.03,0.03,83.89,83.89
0.54,0.03,0.03,83.85,83.85
0.54,0.03,0.03,83.82,83.82
0.54,0.03,0.03,83.78,83.78
0.54,0.03,0.03,83.75,83.75
0.55,0.03,0.03,83.71,83.71
0.55,0.03,0.03,83.67,83.67
0.55,0.03,0.03,83.64,83.64
0.56,0.03,0.03,83.60,83.60
0.56,0.03,0.03,83.57,83.57
0.56,0.03,0.03,83.53,83.53
0.57,0.03,0.03,83.49,83.49
0.57,0.03,0.03,83.46,83.46
0.57,0.03,0.03,83.42,83.42
0.58,0.03,0.03,83.39,83.39
0.58,0.03,0.03,83.35,83.35
0.58,0.03,0.03,83.31,83.31
0.59,0.03,0.03,83.28,83.28
0.59,0.03,0.03,83.24,83.24
0.59,0.04,0.04,83.21,83.21
0.59,0.04,0.04,83.17,83.17
0.60,0.04,0.04,83.13,83.13
0.60,0.04,0.04,83.10,83.10
0.60,0.04,0.04,83.06,83.06
0.61,0.04,0.04,83.03,83.03
0.61,0.04,0.04,82.99,82.99
0.61,0.04,0.04,82.95,82.95
0.62,0.04,0.04,82.92,82.92
0.62,0.04,0.04,82.88,82.88
0.62,0.04,0.04,82.85,82.85
0.63,0.04,0.04,82.81,82.81
0.63,0.04,0.04,82.77,82.77
0.63,0.04,0.04,82.74,82.74
0.64,0.04,0.04,82.70,82.70
0.64,0.04,0.04,82.67,82.67
0.64,0.04,0.04,82.63,82.63
0.64,0.04,0.04,82.59,82.59
0.65,0.04,0.04,82.56,82.56
0.65,0.04,0.04,82.52,82.52
0.65,0.04,0.04,82.49,82.49
0.66,0.04,0.04,82.45,82.45
0.66,0.04,0.04,82.41,82.41
0.66,0.04,0.04,82.38,82.38
0.67,0.04,0.04,82.34,82.34
0.67,0.05,0.05,82.31,82.31
0.67,0.05,0.05,82.27,82.27
0.68,0.05,0.05,82.23,82.23
0.68,0.05,0.05,82.20,82.20
0.68,0.05,0.05,82.16,82.16
0.68,0.05,0.05,82.13,82.13
0.69,0.05,0.05,82.09,82.09
0.69,0.05,0.05,82.05,82.05
0.69,0.05,0.05,82.02,82.02
0.70,0.05,0.05,81.98,81.98
0.70,0.05,0.05,81.95,81.95
0.70,0.05,0.05,81.91,81.91
0.71,0.05,0.05,81.87,81.87
0.71,0.05,0.05,81.84,81.84
0.71,0.05,0.05,81.80,81.80
0.72,0.05,0.05,81.77,81.77
0.72,0.05,0.05,81.73,81.73
0.72,0.05,0.05,81.69,81.69
0.73,0.05,0.05,81.66,81.66
0.73,0.05,0.05,81.62,81.62
0.73,0.05,0.05,81.59,81.59
0.73,0.05,0.05,81.55,81.55
0.74,0.05,0.05,81.51,81.51
0.74,0.06,0.06,81.48,81.48
0.74,0.06,0.06,81.44,81.44
0.75,0.06,0.06,81.41,81.41
0.75,0.06,0.06,81.37,81.37
0.75,0.06,0.06,81.34,81.34
0.76,0.06,0.06,81.30,81.30
0.76,0.06,0.06,81.26,81.26
0.76,0.06,0.06,81.23,81.23
0.77,0.06,0.06,81.19,81.19
0.77,0.06,0.06,81.16,81.16
0.77,0.06,0.06,81.12,81.12
0.78,0.06,0.06,81.08,81.08
0.78,0.06,0.06,81.05,81.05
0.78,0.06,0.06,81.01,81.01
0.78,0.06,0.06,80.98,80.98
0.79,0.06,0.06,80.94,80.94
0.79,0.06,0.06,80.90,80.90
0.79,0.06,0.06,80.87,80.87
0.80,0.06,0.06,80.83,80.83
0.80,0.06,0.06,80.80,80.80
0.80,0.06,0.06,80.76,80.76
0.81,0.07,0.07,80.72,80.72
0.81,0.07,0.07,80.69,80.69
0.81,0.07,0.07,80.65,80.65
0.82,0.07,0.07,80.62,80.62
0.82,0.07,0.07,80.58,80.58
0.82,0.07,0.07,80.54,80.54
0.82,0.07,0.07,80.51,80.51
0.83,0.07,0.07,80.47,80.47
0.83,0.07,0.07,80.44,80.44
0.83,0.07,0.07,80.40,80.40
0.84,0.07,0.07,80.36,80.36
0.84,0.07,0.07,80.33,80.33
0.84,0.07,0.07,80.29,80.29
0.85,0.07,0.07,80.26,80.26
0.85,0.07,0.07,80.22,80.22
0.85,0.07,0.07,80.18,80.18
0.86,0.07,0.07,80.15,80.15
0.86,0.07,0.07,80.11,80.11
0.86,0.07,0.07,80.08,80.08
0.86,0.08,0.08,80.04,80.04
0.87,0.08,0.08,80.00,80.00
0.87,0.08,0.08,79.97,79.97
0.87,0.08,0.08,79.93,79.93
0.88,0.08,0.08,79.90,79.90
0.88,0.08,0.08,79.86,79.86
0.88,0.08,0.08,79.82,79.82
0.89,0.08,0.08,79.79,79.79
0.89,0.08,0.08,79.75,79.75
0.89,0.08,0.08,79.72,79.72
0.90,0.08,0.08,79.68,79.68
0.90,0.08,0.08,79.64,79.64
0.90,0.08,0.08,79.61,79.61
0.91,0.08,0.08,79.57,79.57
0.91,0.08,0.08,79.54,79.54
0.91,0.08,0.08,79.50,79.50
0.91,0.08,0.08,79.46,79.46
0.92,0.08,0.08,79.43,79.43
0.92,0.09,0.09,79.39,79.39
0.92,0.09,0.09,79.36,79.36
0.93,0.09,0.09,79.32,79.32
0.93,0.09,0.09,79.28,79.28
0.93,0.09,0.09,79.25,79.25
0.94,0.09,0.09,79.21,79.21
0.94,0.09,0.09,79.18,79.18
0.94,0.09,0.09,79.14,79.14
0.95,0.09,0.09,79.10,79.10
0.95,0.09,0.09,79.07,79.07
0.95,0.09,0.09,79.03,79.03
0.95,0.09,0.09,79.00,79.00
0.96,0.09,0.09,78.96,78.96
0.96,0.09,0.09,78.92,78.92
0.96,0.09,0.09,78.89,78.89
0.97,0.09,0.09,78.85,78.85
0.97,0.09,0.09,78.82,78.82
0.97,0.10,0.10,78.78,78.78
0.98,0.10,0.10,78.74,78.74
0.98,0.10,0.10,78.71,78.71
0.98,0.10,0.10,78.67,78.67
0.99,0.10,0.10,78.64,78.64
0.99,0.10,0.10,78.60,78.60
0.99,0.10,0.10,78.56,78.56
0.99,0.10,0.10,78.53,78.53
1.00,0.10,0.10,78.49,78.49
1.00,0.10,0.10,78.46,78.46
1.00,0.10,0.10,78.42,78.42
1.01,0.10,0.10,78.38,78.38
1.01,0.10,0.10,78.35,78.35
1.01,0.10,0.10,78.31,78.31
1.02,0.10,0.10,78.28,78.28
1.02,0.10,0.10,78.24,78.24
1.02,0.11,0.11,78.20,78.20
1.03,0.11,0.11,78.17,78.17
1.03,0.11,0.11,78.13,78.13
1.03,0.11,0.11,78.10,78.10
1.03,0.11,0.11,78.06,78.06
1.04,0.11,0.11,78.02,78.02
1.04,0.11,0.11,77.99,77.99
1.04,0.11,0.11,77.95,77.95
1.05,0.11,0.11,77.92,77.92
1.05,0.11,0.11,77.88,77.88
1.05,0.11,0.11,77.84,77.84
1.06,0.11,0.11,77.81,77.81
1.06,0.11,0.11,77.77,77.77
1.06,0.11,0.11,77.74,77.74
1.07,0.11,0.11,77.70,77.70
1.07,0.12,0.12,77.66,77.66
1.07,0.12,0.12,77.63,77.63
1.07,0.12,0.12,77.59,77.59
1.08,0.12,0.12,77.56,77.56
1.08,0.12,0.12,77.52,77.52
1.08,0.12,0.12,77.48,77.48
1.09,0.12,0.12,77.45,77.45
1.09,0.12,0.12,77.41,77.41
1.09,0.12,0.12,77.38,77.38
1.10,0.12,0.12,77.34,77.34
1.10,0.12,0.12,77.30,77.30
1.10,0.12,0.12,77.27,77.27
1.10,0.12,0.12,77.23,77.23
1.11,0.12,0.12,77.20,77.20
1.11,0.13,0.13,77.16,77.16
1.11,0.13,0.13,77.12,77.12
1.12,0.13,0.13,77.09,77.09
1.12,0.13,0.13,77.05,77.05
1.12,0.13,0.13,77.02,77.02
1.13,0.13,0.13,76.98,76.98
1.13,0.13,0.13,76.94,76.94
1.13,0.13,0.13,76.91,76.91
1.14,0.13,0.13,76.87,76.87
1.14,0.13,0.13,76.84,76.84
1.14,0.13,0.13,76.80,76.80
1.14,0.13,0.13,76.76,76.76
1.15,0.13,0.13,76.73,76.73
1.15,0.13,0.13,76.69,76.69
1.15,0.13,0.13,76.66,76.66
1.16,0.14,0.14,76.62,76.62
1.16,0.14,0.14,76.58,76.58
1.16,0.14,0.14,76.55,76.55
1.17,0.14,0.14,76.51,76.51
1.17,0.14,0.14,76.48,76.48
1.17,0.14,0.14,76.44,76.44
1.18,0.14,0.14,76.40,76.40
1.18,0.14,0.14,76.37,76.37
1.18,0.14,0.14,76.33,76.33
1.18,0.14,0.14,76.30,76.30
1.19,0.14,0.14,76.26,76.26
1.19,0.14,0.14,76.22,76.22
1.19,0.14,0.14,76.19,76.19
1.20,0.15,0.15,76.15,76.15
1.20,0.15,0.15,76.12,76.12
1.20,0.15,0.15,76.08,76.08
1.21,0.15,0.15,76.04,76.04
1.21,0.15,0.15,76.01,76.01
1.21,0.15,0.15,75.97,75.97
1.21,0.15,0.15,75.94,75.94
1.22,0.15,0.15,75.90,75.90
1.22,0.15,0.15,75.86,75.86
1.22,0.15,0.15,75.83,75.83
1.23,0.15,0.15,75.79,75.79
1.23,0.15,0.15,75.76,75.76
1.23,0.15,0.15,75.72,75.72
1.24,0.16,0.16,75.69,75.69
1.24,0.16,0.16,75.65,75.65
1.24,0.16,0.16,75.61,75.61
1.25,0.16,0.16,75.58,75.58
1.25,0.16,0.16,75.54,75.54
1.25,0.16,0.16,75.51,75.51
1.25,0.16,0.16,75.47,75.47
1.26,0.16,0.16,75.43,75.43
1.26,0.16,0.16,75.40,75.40
1.26,0.16,0.16,75.36,75.36
1.27,0.16,0.16,75.33,75.33
1.27,0.16,0.16,75.29,75.29
1.27,0.16,0.16,75.25,75.25
1.28,0.17,0.17,75.22,75.22
1.28,0.17,0.17,75.18,75.18
1.28,0.17,0.17,75.15,75.15
1.28,0.17,0.17,75.11,75.11
1.29,0.17,0.17,75.07,75.07
1.29,0.17,0.17,75.04,75.04
1.29,0.17,0.17,75.00,75.00
1.30,0.17,0.17,74.97,74.97
1.30,0.17,0.17,74.93,74.93
1.30,0.17,0.17,74.89,74.89
1.31,0.17,0.17,74.86,74.86
1.31,0.17,0.17,74.82,74.82
1.31,0.18,0.18,74.79,74.79
1.32,0.18,0.18,74.75,74.75
1.32,0.18,0.18,74.71,74.71
1.32,0.18,0.18,74.68,74.68
1.32,0.18,0.18,74.64,74.64
1.33,0.18,0.18,74.61,74.61
1.33,0.18,0.18,74.57,74.57
1.33,0.18,0.18,74.53,74.53
1.34,0.18,0.18,74.50,74.50
1.34,0.18,0.18,74.46,74.46
1.34,0.18,0.18,74.43,74.43
1.35,0.18,0.18,74.39,74.39
1.35,0.19,0.19,74.35,74.35
1.35,0.19,0.19,74.32,74.32
1.35,0.19,0.19,74.28,74.28
1.36,0.19,0.19,74.25,74.25
1.36,0.19,0.19,74.21,74.21
1.36,0.19,0.19,74.17,74.17
1.37,0.19,0.19,74.14,74.14
1.37,0.19,0.19,74.10,74.10
1.37,0.19,0.19,74.07,74.07
1.38,0.19,0.19,74.03,74.03
1.38,0.19,0.19,73.99,73.99
1.38,0.19,0.19,73.96,73.96
1.38,0.20,0.20,73.92,73.92
1.39,0.20,0.20,73.89,73.89
1.39,0.20,0.20,73.85,73.85
1.39,0.20,0.20,73.81,73.81
1.40,0.20,0.20,73.78,73.78
1.40,0.20,0.20,73.74,73.74
1.40,0.20,0.20,73.71,73.71
1.41,0.20,0.20,73.67,73.67
1.41,0.20,0.20,73.63,73.63
1.41,0.20,0.20,73.60,73.60
1.41,0.20,0.20,73.56,73.56
1.42,0.21,0.21,73.53,73.53
1.42,0.21,0.21,73.49,73.49
1.42,0.21,0.21,73.45,73.45
1.43,0.21,0.21,73.42,73.42
1.43,0.21,0.21,73.38,73.38
1.43,0.21,0.21,73.35,73.35
1.44,0.21,0.21,73.31,73.31
1.44,0.21,0.21,73.27,73.27
1.44,0.21,0.21,73.24,73.24
1.44,0.21,0.21,73.20,73.20
1.45,0.21,0.21,73.17,73.17
1.45,0.22,0.22,73.13,73.13
1.45,0.22,0.22,73.09,73.09
1.46,0.22,0.22,73.06,73.06
1.46,0.22,0.22,73.02,73.02
1.46,0.22,0.22,72.99,72.99
1.47,0.22,0.22,72.95,72.95
1.47,0.22,0.22,72.91,72.91
1.47,0.22,0.22,72.88,72.88
1.48,0.22,0.22,72.84,72.84
1.48,0.22,0.22,72.81,72.81
1.48,0.22,0.22,72.77,72.77
1.48,0.23,0.23,72.73,72.73
1.49,0.23,0.23,72.70,72.70
1.49,0.23,0.23,72.66,72.66
1.49,0.23,0.23,72.63,72.63
1.50,0.23,0.23,72.59,72.59
1.50,0.23,0.23,72.55,72.55
1.50,0.23,0.23,72.52,72.52
1.51,0.23,0.23,72.48,72.48
1.51,0.23,0.23,72.45,72.45
1.51,0.23,0.23,72.41,72.41
1.51,0.23,0.23,72.37,72.37
1.52,0.24,0.24,72.34,72.34
1.52,0.24,0.24,72.30,72.30
1.52,0.24,0.24,72.27,72.27
1.53,0.24,0.24,72.23,72.23
1.53,0.24,0.24,72.19,72.19
1.53,0.24,0.24,72.16,72.16
1.53,0.24,0.24,72.12,72.12
1.54,0.24,0.24,72.09,72.09
1.54,0.24,0.24,72.05,72.05
1.54,0.24,0.24,72.01,72.01
1.55,0.25,0.25,71.98,71.98
1.55,0.25,0.25,71.94,71.94
1.55,0.25,0.25,71.91,71.91
1.56,0.25,0.25,71.87,71.87
1.56,0.25,0.25,71.83,71.83
1.56,0.25,0.25,71.80,71.80
1.56,0.25,0.25,71.76,71.76
1.57,0.25,0.25,71.73,71.73
1.57,0.25,0.25,71.69,71.69
1.57,0.25,0.25,71.65,71.65
1.58,0.26,0.26,71.62,71.62
1.58,0.26,0.26,71.58,71.58
1.58,0.26,0.26,71.55,71.55
1.59,0.26,0.26,71.51,71.51
1.59,0.26,0.26,71.47,71.47
1.59,0.26,0.26,71.44,71.44
1.59,0.26,0.26,71.40,71.40
1.60,0.26,0.26,71.37,71.37
1.60,0.26,0.26,71.33,71.33
1.60,0.26,0.26,71.29,71.29
1.61,0.27,0.27,71.26,71.26
1.61,0.27,0.27,71.22,71.22
1.61,0.27,0.27,71.19,71.19
1.62,0.27,0.27,71.15,71.15
1.62,0.27,0.27,71.11,71.11
1.62,0.27,0.27,71.08,71.08
1.62,0.27,0.27,71.04,71.04
1.63,0.27,0.27,71.01,71.01
1.63,0.27,0.27,70.97,70.97
1.63,0.27,0.27,70.93,70.93
1.64,0.28,0.28,70.90,70.90
1.64,0.28,0.28,70.86,70.86
1.64,0.28,0.28,70.83,70.83
1.65,0.28,0.28,70.79,70.79
1.65,0.28,0.28,70.75,70.75
1.65,0.28,0.28,70.72,70.72
1.65,0.28,0.28,70.68,70.68
1.66,0.28,0.28,70.65,70.65
1.66,0.28,0.28,70.61,70.61
1.66,0.28,0.28,70.57,70.57
1.67,0.29,0.29,70.54,70.54
1.67,0.29,0.29,70.50,70.50
1.67,0.29,0.29,70.47,70.47
1.67,0.29,0.29,70.43,70.43
1.68,0.29,0.29,70.39,70.39
1.68,0.29,0.29,70.36,70.36
1.68,0.29,0.29,70.32,70.32
1.69,0.29,0.29,70.29,70.29
1.69,0.29,0.29,70.25,70.25
1.69,0.30,0.30,70.22,70.22
1.70,0.30,0.30,70.18,70.18
1.70,0.30,0.30,70.14,70.14
1.70,0.30,0.30,70.11,70.11
1.70,0.30,0.30,70.07,70.07
1.71,0.30,0.30,70.04,70.04
1.71,0.30,0.30,70.00,70.00
1.71,0.30,0.30,69.96,69.96
1.72,0.30,0.30,69.93,69.93
1.72,0.30,0.30,69.89,69.89
1.72,0.31,0.31,69.86,69.86
1.72,0.31,0.31,69.82,69.82
1.73,0.31,0.31,69.78,69.78
1.73,0.31,0.31,69.75,69.75
1.73,0.31,0.31,69.71,69.71
1.74,0.31,0.31,69.68,69.68
1.74,0.31,0.31,69.64,69.64
1.74,0.31,0.31,69.60,69.60
1.75,0.31,0.31,69.57,69.57
1.75,0.32,0.32,69.53,69.53
1.75,0.32,0.32,69.50,69.50
1.75,0.32,0.32,69.46,69.46
1.76,0.32,0.32,69.42,69.42
1.76,0.32,0.32,69.39,69.39
1.76,0.32,0.32,69.35,69.35
1.77,0.32,0.32,69.32,69.32
1.77,0.32,0.32,69.28,69.28
1.77,0.32,0.32,69.24,69.24
1.77,0.33,0.33,69.21,69.21
1.78,0.33,0.33,69.17,69.17
1.78,0.33,0.33,69.14,69.14
1.78,0.33,0.33,69.10,69.10
1.79,0.33,0.33,69.06,69.06
1.79,0.33,0.33,69.03,69.03
1.79,0.33,0.33,68.99,68.99
1.80,0.33,0.33,68.96,68.96
1.80,0.33,0.33,68.92,68.92
1.80,0.34,0.34,68.88,68.88
1.80,0.34,0.34,68.85,68.85
1.81,0.34,0.34,68.81,68.81
1.81,0.34,0.34,68.78,68.78
1.81,0.34,0.34,68.74,68.74
1.82,0.34,0.34,68.70,68.70
1.82,0.34,0.34,68.67,68.67
1.82,0.34,0.34,68.63,68.63
1.82,0.34,0.34,68.60,68.60
1.83,0.35,0.35,68.56,68.56
1.83,0.35,0.35,68.52,68.52
1.83,0.35,0.35,68.49,68.49
1.84,0.35,0.35,68.45,68.45
1.84,0.35,0.35,68.42,68.42
1.84,0.35,0.35,68.38,68.38
1.85,0.35,0.35,68.34,68.34
1.85,0.35,0.35,68.31,68.31
1.85,0.36,0.36,68.27,68.27
1.85,0.36,0.36,68.24,68.24
1.86,0.36,0.36,68.20,68.20
1.86,0.36,0.36,68.16,68.16
1.86,0.36,0.36,68.13,68.13
1.87,0.36,0.36,68.09,68.09
1.87,0.36,0.36,68.06,68.06
1.87,0.36,0.36,68.02,68.02
1.87,0.36,0.36,67.98,67.98
1.88,0.37,0.37,67.95,67.95
1.88,0.37,0.37,67.91,67.91
1.88,0.37,0.37,67.88,67.88
1.89,0.37,0.37,67.84,67.84
1.89,0.37,0.37,67.80,67.80
1.89,0.37,0.37,67.77,67.77
1.89,0.37,0.37,67.73,67.73
1.90,0.37,0.37,67.70,67.70
1.90,0.38,0.38,67.66,67.66
1.90,0.38,0.38,67.62,67.62
1.91,0.38,0.38,67.59,67.59
1.91,0.38,0.38,67.55,67.55
1.91,0.38,0.38,67.52,67.52
1.92,0.38,0.38,67.48,67.48
1.92,0.38,0.38,67.44,67.44
1.92,0.38,0.38,67.41,67.41
1.92,0.38,0.38,67.37,67.37
1.93,0.39,0.39,67.34,67.34
1.93,0.39,0.39,67.30,67.30
1.93,0.39,0.39,67.26,67.26
1.94,0.39,0.39,67.23,67.23
1.94,0.39,0.39,67.19,67.19
1.94,0.39,0.39,67.16,67.16
1.94,0.39,0.39,67.12,67.12
1.95,0.39,0.39,67.08,67.08
1.95,0.40,0.40,67.05,67.05
1.95,0.40,0.40,67.01,67.01
1.96,0.40,0.40,66.98,66.98
1.96,0.40,0.40,66.94,66.94
1.96,0.40,0.40,66.90,66.90
1.96,0.40,0.40,66.87,66.87
1.97,0.40,0.40,66.83,66.83
1.97,0.40,0.40,66.80,66.80
1.97,0.41,0.41,66.76,66.76
1.98,0.41,0.41,66.72,66.72
1.98,0.41,0.41,66.69,66.69
1.98,0.41,0.41,66.65,66.65
1.98,0.41,0.41,66.62,66.62
1.99,0.41,0.41,66.58,66.58
1.99,0.41,0.41,66.54,66.54
1.99,0.41,0.41,66.51,66.51
2.00,0.42,0.42,66.47,66.47
2.00,0.42,0.42,66.44,66.44
2.00,0.42,0.42,66.40,66.40
2.00,0.42,0.42,66.36,66.36
2.01,0.42,0.42,66.33,66.33
2.01,0.42,0.42,66.29,66.29
2.01,0.42,0.42,66.26,66.26
2.02,0.42,0.42,66.22,66.22
2.02,0.43,0.43,66.18,66.18
2.02,0.43,0.43,66.15,66.15
2.02,0.43,0.43,66.11,66.11
2.03,0.43,0.43,66.08,66.08
2.03,0.43,0.43,66.04,66.04
2.03,0.43,0.43,66.00,66.00
2.04,0.43,0.43,65.97,65.97
2.04,0.43,0.43,65.93,65.93
2.04,0.44,0.44,65.90,65.90
2.04,0.44,0.44,65.86,65.86
2.05,0.44,0.44,65.82,65.82
2.05,0.44,0.44,65.79,65.79
2.05,0.44,0.44,65.75,65.75
2.06,0.44,0.44,65.72,65.72
2.06,0.44,0.44,65.68,65.68
2.06,0.44,0.44,65.64,65.64
2.06,0.45,0.45,65.61,65.61
2.07,0.45,0.45,65.57,65.57
2.07,0.45,0.45,65.54,65.54
2.07,0.45,0.45,65.50,65.50
2.08,0.45,0.45,65.46,65.46
2.08,0.45,0.45,65.43,65.43
2.08,0.45,0.45,65.39,65.39
2.08,0.46,0.46,65.36,65.36
2.09,0.46,0.46,65.32,65.32
2.09,0.46,0.46,65.28,65.28
2.09,0.46,0.46,65.25,65.25
2.10,0.46,0.46,65.21,65.21
2.10,0.46,0.46,65.18,65.18
2.10,0.46,0.46,65.14,65.14
2.10,0.46,0.46,65.10,65.10
2.11,0.47,0.47,65.07,65.07
2.11,0.47,0.47,65.03,65.03
2.11,0.47,0.47,65.00,65.00
2.12,0.47,0.47,64.96,64.96
2.12,0.47,0.47,64.92,64.92
2.12,0.47,0.47,64.89,64.89
2.12,0.47,0.47,64.85,64.85
2.13,0.48,0.48,64.82,64.82
2.13,0.48,0.48,64.78,64.78
